,index,Gender,EthnicGroup,ParentEducation,LunchType,No: of Siblings,TransportMeans,WeeklyStudyHours,MathScore,ReadingScore,WritingScore
18067,24752,0,group B,some high school,standard,5,school_bus,5 - 10,58,69,59
18068,24753,0,group C,associate's degree,standard,3,school_bus,5 - 10,90,88,93
18069,24755,0,group D,associate's degree,standard,3,private,< 5,83,85,90
18070,24756,0,group D,bachelor's degree,standard,3,private,5 - 10,61,66,69
18071,24757,0,group A,high school,free/reduced,1,private,5 - 10,49,56,54
18072,24758,0,group E,high school,standard,0,school_bus,< 5,63,41,35
18073,24761,0,group C,high school,free/reduced,3,school_bus,> 10,77,94,94
18074,24762,0,group B,some high school,free/reduced,0,school_bus,< 5,60,77,71
18075,24763,0,group E,high school,standard,1,school_bus,5 - 10,80,81,78
18076,24764,0,group C,some high school,standard,1,private,5 - 10,82,79,77
18077,24767,0,group B,high school,standard,1,private,< 5,41,65,60
18078,24768,0,group D,some high school,free/reduced,3,school_bus,5 - 10,69,64,66
18079,24769,0,group C,bachelor's degree,standard,0,school_bus,5 - 10,68,80,76
18080,24770,0,group D,some high school,free/reduced,3,private,5 - 10,49,40,38
18081,24771,0,group A,high school,free/reduced,2,school_bus,> 10,36,43,33
18082,24773,0,group B,some college,standard,0,school_bus,5 - 10,79,77,84
18083,24774,0,group B,associate's degree,free/reduced,0,school_bus,5 - 10,63,68,67
18084,24775,0,group B,high school,standard,7,private,5 - 10,74,82,77
18085,24776,0,group D,high school,standard,5,school_bus,5 - 10,66,60,51
18086,24777,0,group C,some high school,standard,1,school_bus,5 - 10,56,57,59
18087,24778,0,group C,some high school,free/reduced,2,private,< 5,52,57,48
18088,24779,0,group C,some college,standard,3,private,5 - 10,57,59,62
18089,24780,0,group E,some college,standard,1,school_bus,< 5,73,87,88
18090,24781,0,group D,some college,standard,2,private,> 10,58,69,66
18091,24782,0,group A,some college,standard,0,private,< 5,72,73,76
18092,24783,0,group B,some college,standard,2,school_bus,5 - 10,73,76,66
18093,24784,0,group D,associate's degree,free/reduced,1,private,5 - 10,52,64,59
18094,24786,0,group A,associate's degree,standard,2,school_bus,< 5,46,42,48
18095,24787,0,group B,some college,free/reduced,5,private,5 - 10,52,65,64
18096,24788,0,group B,some college,free/reduced,2,school_bus,< 5,62,61,50
18097,24791,0,group E,some high school,free/reduced,2,private,> 10,88,79,76
18098,24792,0,group E,bachelor's degree,standard,3,school_bus,5 - 10,100,90,94
18099,24793,0,group C,bachelor's degree,free/reduced,2,school_bus,> 10,59,71,77
18100,24795,0,group C,some college,free/reduced,2,school_bus,< 5,52,61,67
18101,24797,0,group D,some college,free/reduced,4,private,< 5,57,56,57
18102,24798,0,group C,some high school,standard,4,school_bus,5 - 10,59,74,66
18103,24799,0,group D,some high school,free/reduced,1,private,< 5,48,57,60
18104,24801,0,group C,some college,standard,7,school_bus,5 - 10,100,93,94
18105,24802,0,group C,some college,standard,0,school_bus,5 - 10,72,73,67
18106,24804,0,group D,associate's degree,free/reduced,2,private,> 10,59,66,72
18107,24808,0,group C,high school,standard,5,school_bus,< 5,87,85,78
18108,24810,0,group A,associate's degree,free/reduced,1,private,5 - 10,48,53,52
18109,24811,0,group C,associate's degree,free/reduced,1,private,5 - 10,48,55,51
18110,24812,0,group A,associate's degree,free/reduced,7,school_bus,> 10,42,53,52
18111,24815,0,group C,bachelor's degree,standard,3,school_bus,< 5,71,73,69
18112,24816,0,group C,bachelor's degree,free/reduced,4,school_bus,5 - 10,76,78,71
18113,24817,0,group B,high school,standard,4,school_bus,> 10,62,48,50
18114,24818,0,group E,some high school,standard,7,private,5 - 10,67,63,62
18115,24820,0,group B,high school,free/reduced,4,school_bus,5 - 10,63,84,87
18116,24824,0,group B,associate's degree,standard,3,school_bus,5 - 10,61,80,77
18117,24825,0,group C,high school,standard,3,school_bus,5 - 10,87,94,93
18118,24829,0,group C,some high school,standard,2,school_bus,5 - 10,63,59,59
18119,24831,0,group E,some high school,standard,0,school_bus,5 - 10,95,88,88
18120,24833,0,group B,some high school,free/reduced,0,private,< 5,32,54,46
18121,24834,0,group D,associate's degree,standard,0,school_bus,> 10,73,65,66
18122,24837,0,group D,high school,free/reduced,3,school_bus,> 10,67,60,62
18123,24840,0,group C,some college,standard,5,private,< 5,80,68,71
18124,24841,0,group E,high school,free/reduced,2,school_bus,> 10,80,83,81
18125,24842,0,group D,high school,standard,4,school_bus,5 - 10,57,61,59
18126,24843,0,group B,master's degree,standard,1,private,5 - 10,98,89,93
18127,24844,0,group C,high school,standard,1,school_bus,< 5,47,64,63
18128,24845,0,group C,high school,standard,2,school_bus,5 - 10,86,76,72
18129,24849,0,group D,high school,standard,2,school_bus,< 5,78,62,69
18130,24852,0,group E,bachelor's degree,standard,2,school_bus,5 - 10,80,89,90
18131,24853,0,group E,some college,free/reduced,1,private,5 - 10,53,62,61
18132,24854,0,group C,some high school,standard,2,school_bus,5 - 10,58,62,61
18133,24855,0,group B,bachelor's degree,free/reduced,4,school_bus,< 5,42,41,38
18134,24856,0,group C,associate's degree,free/reduced,3,school_bus,5 - 10,63,87,76
18135,24857,0,group D,some college,standard,1,school_bus,5 - 10,73,85,91
18136,24858,0,group D,bachelor's degree,standard,3,school_bus,< 5,70,69,67
18137,24860,0,group B,high school,free/reduced,3,private,5 - 10,47,65,65
18138,24862,0,group D,some college,standard,2,school_bus,< 5,54,52,49
18139,24863,0,group D,associate's degree,standard,3,school_bus,5 - 10,64,69,71
18140,24864,0,group C,associate's degree,standard,2,school_bus,> 10,78,80,89
18141,24865,0,group A,some high school,free/reduced,1,school_bus,5 - 10,40,38,42
18142,24866,0,group B,associate's degree,standard,1,private,5 - 10,62,65,72
18143,24868,0,group A,master's degree,free/reduced,1,school_bus,> 10,47,51,44
18144,24869,0,group C,associate's degree,free/reduced,4,school_bus,< 5,59,72,76
18145,24871,0,group D,high school,standard,1,school_bus,< 5,81,84,85
18146,24875,0,group B,associate's degree,free/reduced,1,private,5 - 10,68,64,57
18147,24877,0,group D,some high school,free/reduced,1,private,5 - 10,71,86,78
18148,24880,0,group C,high school,standard,2,private,5 - 10,60,57,51
18149,24881,0,group D,high school,free/reduced,2,school_bus,< 5,64,79,81
18150,24882,0,group D,high school,standard,0,school_bus,< 5,78,66,66
18151,24883,0,group B,some college,free/reduced,1,school_bus,< 5,28,39,33
18152,24884,0,group D,some high school,free/reduced,3,school_bus,5 - 10,56,49,48
18153,24885,0,group C,some college,free/reduced,2,school_bus,5 - 10,94,85,84
18154,24886,0,group D,associate's degree,standard,4,private,< 5,82,91,94
18155,24888,0,group D,associate's degree,free/reduced,2,private,5 - 10,53,56,53
18156,24890,0,group D,master's degree,standard,2,school_bus,5 - 10,73,89,99
18157,24892,0,group E,some high school,standard,2,school_bus,> 10,59,53,62
18158,24894,0,group B,some high school,free/reduced,6,private,5 - 10,52,52,45
18159,24895,0,group C,high school,standard,2,private,5 - 10,36,41,38
18160,24896,0,group C,master's degree,standard,1,private,5 - 10,74,67,65
18161,24898,0,group E,some college,standard,1,private,5 - 10,89,95,88
18162,24900,0,group C,some college,free/reduced,2,school_bus,> 10,59,50,53
18163,24901,0,group E,some college,free/reduced,1,private,< 5,85,78,82
18164,24902,0,group D,some college,standard,3,private,5 - 10,66,68,63
18165,24903,0,group C,some high school,free/reduced,3,private,< 5,31,54,53
18166,24905,0,group B,associate's degree,standard,5,school_bus,> 10,36,62,62
18167,24906,0,group E,high school,standard,4,school_bus,5 - 10,81,92,89
18168,24908,0,group C,bachelor's degree,standard,0,school_bus,< 5,74,69,66
18169,24909,0,group B,some high school,free/reduced,3,school_bus,< 5,60,70,69
18170,24910,0,group E,bachelor's degree,free/reduced,2,school_bus,> 10,77,69,66
18171,24912,0,group C,some college,standard,4,school_bus,5 - 10,77,88,85
18172,24913,0,group C,some high school,free/reduced,3,private,5 - 10,43,55,51
18173,24914,0,group B,some high school,free/reduced,2,school_bus,> 10,36,41,44
18174,24915,0,group C,high school,standard,1,private,5 - 10,51,65,59
18175,24917,0,group C,master's degree,standard,3,school_bus,> 10,85,79,70
18176,24918,0,group D,some college,standard,1,private,< 5,73,84,80
18177,24920,0,group D,some college,free/reduced,2,private,5 - 10,28,37,43
18178,24921,0,group B,some high school,standard,1,private,5 - 10,54,62,57
18179,24922,0,group C,bachelor's degree,free/reduced,2,school_bus,5 - 10,60,58,59
18180,24923,0,group C,some high school,free/reduced,4,school_bus,< 5,66,77,80
18181,24925,0,group B,master's degree,free/reduced,0,private,5 - 10,64,74,72
18182,24926,0,group E,some college,free/reduced,0,private,5 - 10,56,68,69
18183,24927,0,group C,bachelor's degree,standard,5,private,5 - 10,82,74,76
18184,24928,0,group E,associate's degree,standard,1,school_bus,5 - 10,56,64,67
18185,24929,0,group C,some college,standard,2,school_bus,< 5,90,95,99
18186,24931,0,group C,some high school,standard,3,school_bus,5 - 10,76,82,79
18187,24932,0,group A,high school,standard,5,school_bus,< 5,40,49,53
18188,24933,0,group C,some college,standard,4,school_bus,5 - 10,64,74,78
18189,24934,0,group C,some high school,standard,2,school_bus,> 10,79,77,79
18190,24935,0,group C,associate's degree,standard,1,private,< 5,61,56,57
18191,24936,0,group E,some college,standard,3,school_bus,5 - 10,91,87,84
18192,24938,0,group C,high school,free/reduced,2,school_bus,5 - 10,48,59,66
18193,24940,0,group B,some high school,standard,3,private,5 - 10,47,53,54
18194,24942,0,group B,high school,standard,2,private,5 - 10,72,75,77
18195,24943,0,group B,some high school,standard,1,school_bus,> 10,96,89,85
18196,24944,0,group B,high school,standard,2,school_bus,5 - 10,72,73,80
18197,24946,0,group D,high school,standard,1,school_bus,< 5,77,79,75
18198,24947,0,group B,high school,standard,2,private,< 5,83,85,88
18199,24948,0,group B,some high school,standard,2,school_bus,5 - 10,74,58,54
18200,24950,0,group B,some high school,standard,0,school_bus,5 - 10,65,69,62
18201,24951,0,group D,some college,standard,5,private,> 10,98,95,92
18202,24952,0,group B,high school,standard,2,school_bus,5 - 10,74,73,73
18203,24953,0,group E,some college,standard,2,school_bus,5 - 10,88,98,95
18204,24954,0,group A,associate's degree,standard,3,private,5 - 10,62,71,72
18205,24956,0,group E,some college,standard,2,private,< 5,99,91,93
18206,24958,0,group E,bachelor's degree,free/reduced,1,school_bus,5 - 10,64,70,67
18207,24959,0,group E,high school,standard,4,private,< 5,85,85,80
18208,24960,0,group A,some college,standard,0,school_bus,< 5,82,82,89
18209,24963,0,group D,some high school,standard,1,private,5 - 10,42,51,54
18210,24964,0,group D,high school,free/reduced,1,private,< 5,53,75,66
18211,24966,0,group C,associate's degree,free/reduced,1,school_bus,< 5,47,44,48
18212,24967,0,group D,some high school,free/reduced,3,school_bus,> 10,66,82,77
18213,24968,0,group C,some high school,free/reduced,3,school_bus,5 - 10,74,93,88
18214,24969,0,group C,high school,standard,2,school_bus,5 - 10,73,85,82
18215,24970,0,group E,associate's degree,standard,5,private,> 10,81,77,76
18216,24971,0,group A,master's degree,standard,3,private,< 5,82,88,81
18217,24972,0,group D,some college,standard,3,school_bus,< 5,51,69,68
18218,24973,0,group E,associate's degree,free/reduced,1,private,< 5,69,72,76
18219,24974,0,group C,high school,standard,2,private,5 - 10,66,63,62
18220,24975,0,group E,some high school,standard,2,school_bus,5 - 10,50,52,48
18221,24977,0,group C,high school,standard,3,private,5 - 10,77,88,84
18222,24978,0,group C,associate's degree,standard,4,school_bus,< 5,59,52,56
18223,24979,0,group C,high school,free/reduced,3,school_bus,5 - 10,67,80,82
18224,24980,0,group C,high school,standard,5,school_bus,5 - 10,59,67,64
18225,24981,0,group E,bachelor's degree,standard,5,school_bus,< 5,87,81,84
18226,24982,0,group B,high school,standard,1,private,5 - 10,43,55,50
18227,24983,0,group D,some college,free/reduced,0,school_bus,< 5,58,65,61
18228,24984,0,group B,some college,free/reduced,0,private,< 5,35,41,42
18229,24985,0,group C,some high school,standard,2,school_bus,5 - 10,66,65,53
18230,24986,0,group D,bachelor's degree,standard,2,school_bus,5 - 10,76,71,69
18231,24988,0,group D,some college,standard,0,private,5 - 10,61,72,76
18232,24989,0,group B,associate's degree,free/reduced,2,school_bus,5 - 10,63,52,53
18233,24990,0,group B,associate's degree,free/reduced,2,school_bus,5 - 10,66,63,60
18234,24991,0,group B,associate's degree,standard,4,private,5 - 10,87,76,72
18235,24992,0,group D,some high school,standard,1,private,5 - 10,74,69,63
18236,24993,0,group B,bachelor's degree,free/reduced,1,private,5 - 10,48,51,55
18237,24994,0,group E,high school,free/reduced,2,school_bus,5 - 10,59,54,43
18238,24995,0,group B,associate's degree,standard,1,school_bus,5 - 10,58,50,49
18239,24996,0,group C,some college,standard,2,private,> 10,74,81,73
18240,24997,0,group B,associate's degree,standard,1,school_bus,5 - 10,71,58,65
18241,24998,0,group B,associate's degree,standard,1,private,> 10,74,65,69
18242,24999,0,group E,bachelor's degree,free/reduced,4,private,< 5,93,98,94
18243,25000,0,group E,bachelor's degree,free/reduced,3,private,5 - 10,63,61,65
18244,25002,0,group C,bachelor's degree,standard,0,school_bus,5 - 10,55,63,67
18245,25004,0,group C,some high school,free/reduced,2,private,> 10,63,57,54
18246,25005,0,group B,some college,free/reduced,1,school_bus,> 10,90,71,75
18247,25006,0,group D,some college,standard,1,private,5 - 10,84,99,97
18248,25007,0,group C,master's degree,standard,3,private,> 10,67,65,69
18249,25008,0,group A,some college,standard,7,school_bus,5 - 10,36,42,39
18250,25011,0,group B,some college,standard,1,school_bus,< 5,54,60,62
18251,25012,0,group E,associate's degree,standard,1,school_bus,5 - 10,86,78,72
18252,25013,0,group C,some college,free/reduced,5,school_bus,> 10,70,63,63
18253,25014,0,group D,high school,free/reduced,4,private,5 - 10,51,49,53
18254,25015,0,group C,some college,free/reduced,6,private,< 5,92,81,85
18255,25016,0,group C,high school,standard,3,school_bus,< 5,61,60,65
18256,25018,0,group C,some high school,standard,4,school_bus,5 - 10,54,41,41
18257,25019,0,group C,some high school,free/reduced,2,private,< 5,58,61,48
18258,25020,0,group D,bachelor's degree,standard,4,school_bus,5 - 10,66,81,84
18259,25021,0,group A,some high school,standard,4,school_bus,5 - 10,42,40,34
18260,25022,0,group A,associate's degree,standard,2,private,5 - 10,74,66,63
18261,25025,0,group C,some high school,standard,4,private,5 - 10,67,63,59
18262,25027,0,group D,master's degree,free/reduced,1,private,< 5,71,68,72
18263,25028,0,group E,high school,standard,0,private,5 - 10,97,95,92
18264,25030,0,group E,high school,standard,1,school_bus,< 5,95,96,88
18265,25031,0,group A,high school,free/reduced,1,private,> 10,73,77,61
18266,25033,0,group B,associate's degree,free/reduced,1,private,< 5,36,58,57
18267,25034,0,group E,some high school,free/reduced,3,school_bus,5 - 10,55,61,62
18268,25035,0,group D,bachelor's degree,standard,2,private,> 10,100,92,94
18269,25036,0,group E,some college,standard,2,private,> 10,100,95,99
18270,25038,0,group B,associate's degree,standard,1,school_bus,5 - 10,69,65,71
18271,25039,0,group D,some college,standard,5,school_bus,5 - 10,57,60,59
18272,25041,0,group D,some high school,free/reduced,6,school_bus,> 10,53,65,76
18273,25043,0,group C,associate's degree,free/reduced,4,school_bus,< 5,68,70,64
18274,25044,0,group C,some high school,free/reduced,2,private,< 5,56,49,48
18275,25045,0,group C,some high school,free/reduced,4,private,< 5,52,57,60
18276,25046,0,group C,high school,standard,1,school_bus,< 5,59,67,72
18277,25048,0,group B,associate's degree,standard,1,school_bus,5 - 10,95,89,87
18278,25050,0,group B,some high school,standard,1,school_bus,5 - 10,69,79,72
18279,25051,0,group E,some high school,standard,4,private,5 - 10,65,77,69
18280,25054,0,group E,some high school,free/reduced,1,school_bus,< 5,58,55,53
18281,25056,0,group B,some college,free/reduced,2,school_bus,5 - 10,35,40,43
18282,25057,0,group A,some college,standard,3,private,> 10,49,54,63
18283,25058,0,group B,high school,free/reduced,3,private,5 - 10,47,49,42
18284,25060,0,group C,master's degree,free/reduced,2,school_bus,5 - 10,65,76,65
18285,25061,0,group D,some college,free/reduced,5,private,5 - 10,73,87,90
18286,25062,0,group D,associate's degree,free/reduced,1,private,5 - 10,46,59,64
18287,25063,0,group D,high school,standard,3,private,5 - 10,76,75,74
18288,25064,0,group B,associate's degree,standard,2,school_bus,5 - 10,96,94,89
18289,25065,0,group D,some college,standard,0,private,5 - 10,82,93,92
18290,25066,0,group D,some college,free/reduced,2,private,> 10,69,88,88
18291,25067,0,group C,high school,standard,4,school_bus,> 10,58,60,65
18292,25068,0,group C,some college,standard,2,school_bus,< 5,49,40,39
18293,25070,0,group C,high school,standard,2,school_bus,< 5,63,80,83
18294,25072,0,group E,some college,standard,1,school_bus,5 - 10,64,72,69
18295,25073,0,group D,associate's degree,standard,3,private,5 - 10,69,85,78
18296,25075,0,group D,some college,standard,0,school_bus,5 - 10,76,82,82
18297,25076,0,group B,some college,standard,5,school_bus,5 - 10,74,66,74
18298,25077,0,group B,high school,free/reduced,5,private,5 - 10,38,36,32
18299,25079,0,group B,associate's degree,free/reduced,2,school_bus,< 5,33,48,42
18300,25081,0,group D,associate's degree,free/reduced,3,school_bus,5 - 10,35,50,49
18301,25082,0,group D,associate's degree,standard,3,private,5 - 10,53,48,45
18302,25083,0,group A,some college,free/reduced,4,private,> 10,45,45,40
18303,25084,0,group D,high school,standard,1,school_bus,> 10,61,59,66
18304,25085,0,group D,some college,free/reduced,2,school_bus,> 10,56,62,68
18305,25087,0,group C,some college,standard,3,school_bus,< 5,60,62,62
18306,25089,0,group D,some college,standard,1,private,5 - 10,73,78,82
18307,25090,0,group E,associate's degree,standard,0,private,5 - 10,70,72,77
18308,25091,0,group C,high school,standard,1,school_bus,< 5,68,58,58
18309,25093,0,group E,high school,free/reduced,2,school_bus,5 - 10,55,78,65
18310,25094,0,group D,high school,free/reduced,3,school_bus,5 - 10,76,76,68
18311,25095,0,group E,bachelor's degree,standard,0,school_bus,< 5,89,96,98
18312,25096,0,group E,high school,free/reduced,0,private,5 - 10,67,77,74
18313,25098,0,group B,high school,free/reduced,1,private,5 - 10,45,59,51
18314,25099,0,group B,associate's degree,standard,2,school_bus,5 - 10,91,90,88
18315,25100,0,group C,high school,standard,2,private,5 - 10,42,43,40
18316,25101,0,group D,associate's degree,standard,2,school_bus,5 - 10,57,61,56
18317,25102,0,group C,some college,standard,2,school_bus,5 - 10,90,80,70
18318,25103,0,group C,some college,standard,3,school_bus,5 - 10,56,69,67
18319,25105,0,group C,some college,free/reduced,3,private,< 5,49,57,62
18320,25106,0,group E,some high school,standard,1,school_bus,< 5,87,78,77
18321,25108,0,group B,associate's degree,standard,2,school_bus,< 5,85,90,95
18322,25109,0,group A,bachelor's degree,standard,4,school_bus,5 - 10,54,64,68
18323,25112,0,group C,high school,standard,5,private,5 - 10,74,91,80
18324,25114,0,group B,some college,standard,2,school_bus,5 - 10,72,83,77
18325,25115,0,group C,some high school,standard,4,school_bus,< 5,69,84,78
18326,25117,0,group D,associate's degree,free/reduced,4,private,< 5,62,72,73
18327,25118,0,group D,some college,standard,1,school_bus,< 5,91,91,92
18328,25119,0,group E,master's degree,standard,2,school_bus,5 - 10,87,92,92
18329,25120,0,group B,associate's degree,free/reduced,2,school_bus,< 5,60,57,54
18330,25121,0,group E,bachelor's degree,standard,1,private,5 - 10,88,86,81
18331,25122,0,group D,bachelor's degree,standard,3,private,5 - 10,100,90,97
18332,25123,0,group B,bachelor's degree,standard,1,private,5 - 10,66,50,48
18333,25124,0,group C,master's degree,free/reduced,5,school_bus,5 - 10,84,90,84
18334,25125,0,group B,high school,standard,1,school_bus,< 5,75,68,64
18335,25126,0,group E,high school,free/reduced,3,school_bus,> 10,58,60,54
18336,25127,0,group E,some high school,standard,5,private,5 - 10,66,79,79
18337,25128,0,group C,high school,free/reduced,3,private,5 - 10,70,82,82
18338,25129,0,group C,some college,free/reduced,4,school_bus,< 5,24,38,38
18339,25130,0,group B,associate's degree,free/reduced,1,school_bus,5 - 10,47,72,64
18340,25131,0,group E,some college,free/reduced,3,school_bus,< 5,54,49,51
18341,25132,0,group C,associate's degree,standard,1,school_bus,5 - 10,77,83,91
18342,25134,0,group E,some college,standard,3,private,5 - 10,66,69,65
18343,25135,0,group B,associate's degree,standard,1,private,> 10,72,62,62
18344,25136,0,group C,some high school,standard,1,private,5 - 10,90,94,93
18345,25138,0,group D,some college,free/reduced,7,private,5 - 10,57,56,50
18346,25140,0,group C,some high school,standard,0,private,5 - 10,67,65,64
18347,25141,0,group C,high school,free/reduced,3,school_bus,< 5,82,79,78
18348,25142,0,group C,associate's degree,free/reduced,3,school_bus,> 10,59,55,58
18349,25143,0,group E,associate's degree,standard,1,school_bus,5 - 10,79,71,68
18350,25145,0,group D,some college,standard,0,school_bus,5 - 10,71,88,87
18351,25148,0,group E,high school,standard,3,school_bus,5 - 10,72,71,68
18352,25150,0,group C,associate's degree,free/reduced,1,private,< 5,67,88,90
18353,25151,0,group B,high school,standard,7,school_bus,5 - 10,74,81,72
18354,25152,0,group E,master's degree,standard,4,private,5 - 10,75,61,67
18355,25153,0,group D,some college,standard,5,private,< 5,75,70,80
18356,25154,0,group B,master's degree,free/reduced,4,school_bus,5 - 10,47,56,64
18357,25156,0,group C,some high school,free/reduced,4,private,< 5,45,60,66
18358,25157,0,group A,high school,standard,4,school_bus,5 - 10,65,65,63
18359,25158,0,group E,some high school,standard,4,school_bus,5 - 10,94,100,100
18360,25160,0,group D,master's degree,standard,1,school_bus,5 - 10,97,83,87
18361,25161,0,group E,bachelor's degree,standard,4,school_bus,5 - 10,92,100,98
18362,25162,0,group B,associate's degree,free/reduced,3,school_bus,< 5,52,43,42
18363,25164,0,group D,some college,standard,0,school_bus,5 - 10,85,81,83
18364,25166,0,group B,some high school,standard,1,school_bus,5 - 10,66,68,72
18365,25167,0,group D,bachelor's degree,free/reduced,0,school_bus,< 5,64,65,69
18366,25168,0,group D,associate's degree,free/reduced,1,school_bus,5 - 10,33,37,35
18367,25169,0,group E,bachelor's degree,free/reduced,7,school_bus,< 5,72,78,79
18368,25171,0,group E,bachelor's degree,standard,2,school_bus,< 5,84,85,90
18369,25174,0,group D,associate's degree,free/reduced,1,school_bus,< 5,35,55,58
18370,25175,0,group C,high school,standard,2,school_bus,< 5,73,64,59
18371,25176,0,group D,master's degree,standard,1,school_bus,< 5,86,81,73
18372,25177,0,group D,associate's degree,free/reduced,2,private,5 - 10,86,91,94
18373,25178,0,group D,associate's degree,free/reduced,1,private,5 - 10,52,70,69
18374,25179,0,group A,associate's degree,standard,2,school_bus,< 5,57,64,64
18375,25180,0,group A,high school,free/reduced,3,school_bus,5 - 10,42,54,50
18376,25181,0,group B,some college,standard,1,private,5 - 10,75,69,67
18377,25183,0,group C,high school,free/reduced,3,private,5 - 10,48,57,60
18378,25184,0,group C,bachelor's degree,standard,3,school_bus,5 - 10,65,55,54
18379,25185,0,group B,associate's degree,standard,2,private,5 - 10,63,55,54
18380,25186,0,group C,high school,free/reduced,1,private,5 - 10,80,78,64
18381,25187,0,group D,high school,free/reduced,2,school_bus,< 5,46,59,58
18382,25188,0,group C,high school,standard,3,private,5 - 10,90,81,75
18383,25189,0,group D,master's degree,standard,4,school_bus,5 - 10,73,73,80
18384,25190,0,group C,some high school,free/reduced,1,private,< 5,74,82,80
18385,25191,0,group E,some high school,standard,1,private,< 5,79,85,88
18386,25193,0,group D,some high school,standard,2,school_bus,< 5,56,63,55
18387,25195,0,group D,master's degree,standard,3,school_bus,< 5,95,87,93
18388,25196,0,group C,some college,standard,5,private,5 - 10,55,66,62
18389,25198,0,group A,some college,standard,1,school_bus,< 5,50,62,63
18390,25200,0,group D,some high school,free/reduced,1,school_bus,< 5,39,28,34
18391,25201,0,group A,high school,standard,1,school_bus,5 - 10,68,74,78
18392,25202,0,group C,some high school,standard,2,school_bus,> 10,66,61,59
18393,25203,0,group D,some college,standard,1,private,< 5,64,74,80
18394,25204,0,group C,associate's degree,free/reduced,0,private,5 - 10,67,56,55
18395,25205,0,group B,master's degree,free/reduced,1,school_bus,< 5,79,91,89
18396,25206,0,group D,high school,standard,3,private,> 10,85,72,63
18397,25207,0,group B,associate's degree,standard,3,school_bus,5 - 10,65,54,57
18398,25208,0,group C,high school,free/reduced,1,school_bus,5 - 10,52,63,59
18399,25209,0,group C,associate's degree,standard,1,school_bus,< 5,55,65,59
18400,25212,0,group C,master's degree,standard,3,school_bus,< 5,75,65,64
18401,25213,0,group A,high school,standard,1,private,< 5,69,84,79
18402,25214,0,group A,some high school,standard,4,school_bus,5 - 10,35,48,51
18403,25215,0,group E,master's degree,standard,1,school_bus,5 - 10,56,63,63
18404,25216,0,group A,associate's degree,free/reduced,0,private,> 10,39,45,43
18405,25218,0,group D,bachelor's degree,standard,2,school_bus,5 - 10,78,70,69
18406,25220,0,group C,associate's degree,standard,2,private,5 - 10,75,61,59
18407,25222,0,group D,some high school,free/reduced,0,school_bus,5 - 10,56,73,77
18408,25223,0,group C,high school,free/reduced,2,school_bus,< 5,51,60,62
18409,25224,0,group E,high school,free/reduced,1,school_bus,5 - 10,49,65,56
18410,25225,0,group D,some high school,standard,3,school_bus,5 - 10,70,70,64
18411,25226,0,group D,associate's degree,standard,2,school_bus,< 5,60,82,77
18412,25228,0,group B,bachelor's degree,free/reduced,6,private,> 10,81,80,84
18413,25229,0,group A,some college,standard,1,school_bus,< 5,73,58,52
18414,25230,0,group C,some college,standard,4,school_bus,5 - 10,60,74,73
18415,25231,0,group C,some college,standard,1,school_bus,5 - 10,100,100,100
18416,25233,0,group B,high school,standard,0,private,5 - 10,60,62,62
18417,25234,0,group C,high school,free/reduced,2,school_bus,< 5,33,45,47
18418,25235,0,group C,high school,standard,4,school_bus,5 - 10,45,34,29
18419,25236,0,group C,some college,free/reduced,1,school_bus,5 - 10,48,49,44
18420,25237,0,group C,high school,free/reduced,1,private,5 - 10,73,72,73
18421,25238,0,group B,high school,standard,2,school_bus,5 - 10,67,75,74
18422,25239,0,group E,bachelor's degree,standard,1,school_bus,5 - 10,64,72,72
18423,25242,0,group C,associate's degree,standard,1,private,> 10,61,54,49
18424,25243,0,group B,some high school,free/reduced,0,private,> 10,47,45,43
18425,25244,0,group A,associate's degree,standard,3,private,5 - 10,96,89,96
18426,25245,0,group C,associate's degree,free/reduced,3,private,5 - 10,58,66,69
18427,25246,0,group B,some college,standard,1,school_bus,5 - 10,71,61,66
18428,25248,0,group B,some high school,free/reduced,2,private,5 - 10,59,73,65
18429,25249,0,group C,high school,free/reduced,3,school_bus,5 - 10,82,81,83
18430,25250,0,group C,some high school,free/reduced,3,private,> 10,85,81,78
18431,25252,0,group C,associate's degree,free/reduced,2,private,> 10,74,67,66
18432,25253,0,group B,some college,free/reduced,1,private,< 5,63,72,75
18433,25254,0,group E,high school,standard,4,school_bus,5 - 10,56,51,50
18434,25257,0,group A,master's degree,free/reduced,3,private,5 - 10,52,69,64
18435,25261,0,group B,some high school,standard,4,school_bus,5 - 10,73,63,58
18436,25262,0,group D,some college,standard,4,school_bus,5 - 10,79,90,87
18437,25264,0,group C,some college,standard,3,private,5 - 10,98,95,94
18438,25266,0,group C,some high school,standard,0,school_bus,5 - 10,47,65,64
18439,25268,0,group D,some college,standard,2,private,5 - 10,100,98,100
18440,25270,0,group E,master's degree,free/reduced,3,school_bus,> 10,78,58,58
18441,25271,0,group C,some college,free/reduced,1,private,5 - 10,45,50,46
18442,25272,0,group C,master's degree,standard,2,school_bus,5 - 10,53,62,66
18443,25273,0,group D,high school,free/reduced,3,private,< 5,27,37,37
18444,25274,0,group C,some college,standard,6,private,5 - 10,66,52,49
18445,25275,0,group C,master's degree,standard,2,school_bus,5 - 10,58,73,75
18446,25278,0,group C,some high school,standard,2,private,5 - 10,48,51,51
18447,25279,0,group C,high school,free/reduced,2,private,5 - 10,60,70,72
